lila_dataset_name,lila_category_name,wi_guid,wi_taxon_name,wi_common,count
WCS Camera Traps,cercopithecus lhoesti,b2e80438-e197-4aaf-ba3a-6050b90daa18,allochrocebus lhoesti,L'Hoest's Monkey,3077
WCS Camera Traps,cephalophus nigrifrons,013f7a52-bde5-411e-ab7b-66c4a4981e29,cephalophus nigrifrons,Black-fronted Duiker,13490
WCS Camera Traps,atherurus africanus,650f28c6-0c25-4c66-bf85-35a3bd622c75,atherurus africanus,African Brush-tailed Porcupine,1579
WCS Camera Traps,pan troglodytes,5ff4999d-7a3c-4ad8-bf3e-3664fd25a71f,pan troglodytes,Chimpanzee,444
WCS Camera Traps,cercopithecus mitis,13997909-c989-4400-9c2d-b9524976269c,cercopithecus mitis,Blue Monkey,387
WCS Camera Traps,funisciurus carruthersi,e387a329-ec4d-4f0e-87bd-1c637c2b4ad8,funisciurus carruthersi,Carruther's Mountain Squirrel,1397
WCS Camera Traps,motacilla flava,ac6669bc-9f9e-4473-b609-b9082f9bf50c,motacilla flava,Yellow Wagtail,15
WCS Camera Traps,andropadus latirostris,890f1772-b71f-41cf-a278-89ac3960e271,eurillas latirostris,Yellow-whiskered Greenbul,6
WCS Camera Traps,andropadus virens,d26238c3-959f-4a2f-9e61-cd113699922b,eurillas virens,Little Greenbul,6
WCS Camera Traps,thamnomys venustus,127ed693-d663-41a9-8480-7a259130e263,thamnomys venustus,Charming Thicket Rat,9
WCS Camera Traps,protoxerus stangeri,8f9f148d-b152-467d-be08-bfed6cf291c8,protoxerus stangeri,African Giant Squirrel,93
WCS Camera Traps,paraxerus boehmi,8d02d93a-7cfb-497e-850f-59898a145949,paraxerus boehmi,Boehm's Bush Squirrel,79
WCS Camera Traps,cephalophus silvicultor,3b799133-6737-4df0-bf8b-da20ded02732,cephalophus silvicultor,Yellow-backed Duiker,859
WCS Camera Traps,melaenornis ardesiacus,b79e9803-7c66-4f66-a051-c1b74dcf00d7,melaenornis ardesiacus,Yellow-eyed Black-flycatcher,3
WCS Camera Traps,oenomys hypoxanthus,3ecad944-afa5-4d6e-ab53-8a5dd477057a,oenomys hypoxanthus,Rufous-nosed Rat,138
WCS Camera Traps,nectarinia cyanolaema,201833bf-b466-455b-80b2-422145589a7a,cyanomitra cyanolaema,Blue-throated Brown Sunbird,3
WCS Camera Traps,nesocharis capistrata,a4fc61c3-7953-465f-9199-00ae858967cf,nesocharis capistrata,Grey-headed Oliveback,9
WCS Camera Traps,melocichla mentalis,5fdeaed4-3fd1-4c3e-929e-a6180bfbe818,melocichla mentalis,Moustached Grass-warbler,3
WCS Camera Traps,hybomys univittatus,62937835-ba6a-49cd-8e00-2040a21c8459,hybomys univittatus,Peters' Hybomys,78
WCS Camera Traps,colomys goslingi,1a6656de-4b64-4a70-bf08-c6d60735d75f,colomys goslingi,African Wading Rat,15
WCS Camera Traps,hylomyscus stella,f8bdec5f-ae9a-410a-a9b7-a4c5e17ee3f3,hylomyscus stella,nan,12
WCS Camera Traps,genetta servalina,9cffaa71-f31f-46c6-bf27-1f2e7e3c18d1,genetta servalina,Servaline Genet,167
WCS Camera Traps,canis adustus,6209ed45-5ed5-46b7-9e9f-991ea0965692,canis adustus,Side-striped Jackal,51
WCS Camera Traps,dioptrornis fischeri,6a15a2e4-f730-4bb6-8577-f00d91819363,melaenornis fischeri,White-eyed Slaty-flycatcher,9
WCS Camera Traps,mus minutoides,bdf23abe-9419-4ed2-bc55-c9e8b6645285,mus minutoides,Pygmy Mouse,63
WCS Camera Traps,andropadus gracilirostris,d12c6a16-9dba-4ee6-af38-80e9c2adb3a9,stelgidillas gracilirostris,Slender-billed Greenbul,3
WCS Camera Traps,musophaga rossae,5c5096b1-cb49-4186-98b8-6486f3f0be19,musophaga rossae,Ross's Turaco,9
WCS Camera Traps,acrocephalus baeticatus,24751740-f6cc-4de2-9ba5-02cbb104053a,acrocephalus baeticatus,African Reed-Warbler,6
WCS Camera Traps,turtur tympanistria,75c4fca9-364b-4215-87d6-015d8a83057a,turtur tympanistria,Tambourine Dove,167
WCS Camera Traps,praomys tullbergi,04617797-ad45-4f14-a974-c196d48430f2,praomys tullbergi,Tullberg's Soft-furred Mouse,9
WCS Camera Traps,malacomys longipes,2d0f5290-9368-4754-91b4-39004ff4913f,malacomys longipes,Big-eared Swamp Rat,15
WCS Camera Traps,start,c47b0c62-3d30-493f-8196-d362cf119cbf,setup_pickup,Setup_Pickup,321
WCS Camera Traps,end,c47b0c62-3d30-493f-8196-d362cf119cbf,setup_pickup,Setup_Pickup,616
WCS Camera Traps,eurocephalus rueppelli,acdefe16-5182-4517-a391-2c84a0062cf0,eurocephalus ruppelli,Northern White-crowned Shrike,3
WCS Camera Traps,alopochen aegyptiaca,4f20e9f2-cdf0-458a-9110-69588acfabd2,alopochen aegyptiaca,Egyptian Goose,11
WCS Camera Traps,micrastur sp,33729eeb-5126-453c-a4b8-bf6d8018057c,micrastur,Micrastur Species,1
WCS Camera Traps,deomys ferrugineus,a6eb7782-31fd-4b28-9389-18a34a1f5714,deomys ferrugineus,Congo Forest Mouse,9
WCS Camera Traps,francolinus africanus,cc1599eb-c2a6-4af0-b75b-f62de531b3bc,scleroptila afra,Grey-winged Francolin,32
WCS Camera Traps,nandinia binotata,6a6ef0d0-309a-46cb-b9a1-bca994d0d5ba,nandinia binotata,African Palm Civet,48
WCS Camera Traps,mesopicos griseocephalus,7924adfc-97b2-414b-b8d4-13dd0a4d3a58,dendropicos griseocephalus,Olive Woodpecker,3
WCS Camera Traps,turdus olivaceus,960937e2-b4d1-48ee-9b98-eff15a64bd14,turdus olivaceus,Olive Thrush,12
WCS Camera Traps,streptopelia lugens,2059230f-e150-432e-a9c9-a92a197a9624,streptopelia lugens,Dusky Turtle-dove,33
WCS Camera Traps,cossypha archeri,82557fe4-2c1e-45ff-9920-c6407a348bf3,dessonornis archeri,Archer's Robin-chat,18
WCS Camera Traps,atilax paludinosus,0c721cf4-86b3-423d-b8a2-8276a66f2969,atilax paludinosus,Marsh Mongoose,15
WCS Camera Traps,colobus angolensis,6ebab52f-5d76-42b5-96e4-3f11fab7ddd7,colobus angolensis,Angolan Colobus,114
WCS Camera Traps,neocossyphus rufus,d1aa7516-b458-4fc1-87dd-0f6a67e5a444,neocossyphus rufus,Red-tailed Ant-thrush,6
WCS Camera Traps,heliosciurus rufobrachium,d319ff8c-2178-4d59-968e-fad82b44efda,heliosciurus rufobrachium,Red-legged Sun Squirrel,3
WCS Camera Traps,heliosciurus ruwenzorii,1dc49d22-31a5-4ebc-8ea5-4a7d735f3e4b,heliosciurus ruwenzorii,Ruwenzori Sun Squirrel,3
WCS Camera Traps,hemitesia neumanni,518cc66c-f3b6-4f78-aacc-344b90b02040,hemitesia neumanni,Neumann's Warbler,6
WCS Camera Traps,mirafra sp,55d9e880-393d-4616-98cc-69d80b9f10ff,mirafra,Mirafra Species,9
WCS Camera Traps,dicrurus adsimilis,08a8b88b-958c-484d-b3fa-db857b3fa719,dicrurus adsimilis,nan,1
WCS Camera Traps,lamprotornis hildebrandti,7508499c-d1c2-4839-a362-f6776ec864b2,lamprotornis hildebrandti,Hildebrandt's Starling,7
WCS Camera Traps,aquila rapax,0767cebc-9633-4092-85ed-7cd8e4a508cd,aquila rapax,Tawny Eagle,21
WCS Camera Traps,cercotrichus sp,61796a31-3a86-4582-b110-b72747aed64d,cercotrichas,Cercotrichas Species,3
WCS Camera Traps,mazama sp,014560f7-97dd-48a9-8e3d-fecaf51a4910,mazama,Mazama Species,60
WCS Camera Traps,urocyon cinereoargenteus,ffe603fc-4920-4302-96d0-65f708bd5b2d,urocyon cinereoargenteus,Grey Fox,6573
WCS Camera Traps,meleagris ocellata,466b25f0-a916-432c-823e-394a69391328,meleagris ocellata,Ocellated Turkey,26492
WCS Camera Traps,dasiprocta punctata,527c9d88-4d7d-4406-add9-c0a823697926,dasyprocta punctata,Central American Agouti,2
WCS Camera Traps,crax rubra,df1ec79b-6867-4737-9f73-17153f6c4e49,crax rubra,Great Curassow,18606
WCS Camera Traps,agouti paca,32c0147f-1967-4644-b107-8133ae1f020a,cuniculus paca,Spotted Paca,3219
WCS Camera Traps,tapirus bairdii,3ef8c05d-5dfc-470e-b1ef-19f75ac91e19,tapirus bairdii,Baird's Tapir,4394
WCS Camera Traps,procyon lotor,b57debc1-dff2-48d3-a400-f2b5021e71b0,procyon lotor,Northern Raccoon,762
WCS Camera Traps,odocoileus virginianus,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,odocoileus virginianus,White-tailed Deer,1924
WCS Camera Traps,leptotila plumbeiceps,c5f50b35-3352-4d8a-840c-20b93d65cfb0,leptotila plumbeiceps,Grey-headed Dove,1541
WCS Camera Traps,mazama temama,ef45bca6-48fa-4b61-b1ac-497ca3286dd2,mazama temama,Central American Red Brocket,5195
WCS Camera Traps,didelphis virginiana,87be3a5c-e60a-4e7e-88c7-21544914d067,didelphis virginiana,Virginia Opossum,930
WCS Camera Traps,conepatus semistriatus,ff28e3a2-9c5e-4697-b949-4ff2f9153ea8,conepatus semistriatus,Striped Hog-nosed Skunk,168
WCS Camera Traps,ratoncito,90d950db-2106-4bd9-a4c1-777604c3eada,rodentia,Rodent,12
WCS Camera Traps,mazama pandora,d5d634a9-f86f-493f-92f0-c2ae1ed1b5bd,mazama pandora,Yucatan Brown Brocket,1164
WCS Camera Traps,ortalis vetula,c334b775-63f2-4b74-a965-ba4a023e926b,ortalis vetula,Plain Chachalaca,145
WCS Camera Traps,sciurus deppei,134ef942-4e04-422b-a822-6f089949f3e3,sciurus deppei,Deppe's Squirrel,17
WCS Camera Traps,buteo urubitinga ridgwayi,bb36ee82-dcd7-4eba-b521-2aac634bb808,buteo ridgwayi,Ridgway's Hawk,8
WCS Camera Traps,horse,5109acb4-e503-4147-a175-a3c6aa71f1e3,equus caballus,Domestic Horse,54
WCS Camera Traps,presbytis thomasi,62f2cd30-bf9e-4690-ad90-d987394e6157,presbytis thomasi,Thomas's Langur,99
WCS Camera Traps,neofelis diardi,7b892a46-d4f2-4a2d-8916-c2860c758be7,neofelis diardi,Sunda Clouded Leopard,76
WCS Camera Traps,arctonyx hoevenii,70038d11-882c-4c9a-8578-1782a68528c8,arctonyx hoevenii,Sumatran Hog Badger,36
WCS Camera Traps,alophoixus bres,309d9ea3-b26c-422d-9bff-9de6f54e7e7c,alophoixus bres,nan,1
WCS Camera Traps,dicaeum trigonostigma,b9695409-b6e8-4baa-af7c-8b8d0c8025aa,dicaeum trigonostigma,Orange-bellied Flowerpecker,1
WCS Camera Traps,tupaia sp,f5396b3d-21d3-46a9-bd29-0ba9014c722b,tupaia,Tupaia Species,2
WCS Camera Traps,otus spilocephalus,9bd161ed-e5cd-4f3f-b711-4a917fe1cf21,otus spilocephalus,Mountain Scops-owl,15
WCS Camera Traps,cyanoptila cyanomelana,f3562c3d-29ca-4782-9595-b0a081b624ce,cyanoptila cyanomelana,Blue-and-White Flycatcher,3
WCS Camera Traps,ficedula mugimaki,6a10b15d-116d-40cb-87d2-dc0bb9304ed7,ficedula mugimaki,Mugimaki Flycatcher,1
WCS Camera Traps,dendrocitta occipitalas,ec5ee1ef-4218-4c66-ab83-be3a38e83bcb,dendrocitta occipitalis,Sumatran Treepie,25
WCS Camera Traps,rattus tiomanicus sabae,2fa464b8-0161-44e5-98f9-925cab0362cc,rattus tiomanicus,Malaysian Field Rat,7
WCS Camera Traps,caloperdix oculea,9084e43b-b638-4559-b873-fd24df7dcc7c,caloperdix oculeus,Ferruginous Partridge,1
WCS Camera Traps,tragulus kanchil,205a307a-abf2-4a12-9018-5c044b20e97b,tragulus kanchil,Lesser Oriental Chevrotain,59
WCS Camera Traps,tragulus sp,9f22fe92-e570-4414-8e14-d26d56e76d77,tragulus,Chevrotain Species,26
WCS Camera Traps,arctictis binturong,b310c664-bb99-487b-9c54-fb0935165d29,arctictis binturong,Binturong,33
WCS Camera Traps,misfire,9999ab1f-bea0-436c-8f52-1d45c7063ff7,misfire,Misfire,400
WCS Camera Traps,dendrocitta occipitalis,ec5ee1ef-4218-4c66-ab83-be3a38e83bcb,dendrocitta occipitalis,Sumatran Treepie,6
WCS Camera Traps,niltava sumatrana,15208b0e-789a-47cc-a2bb-9008bede2849,niltava sumatrana,Rufous-vented Niltava,2
WCS Camera Traps,mustela lutreolina,e2da0f3b-0b78-45cd-a9cc-63131e216760,mustela lutreolina,Indonesian Mountain Weasel,2
WCS Camera Traps,leiothrix argentauris,3cf50332-d826-4a1d-8ff0-7e431612d8fb,leiothrix argentauris,Silver-eared Leiothrix,1
WCS Camera Traps,myiophoneus melanurus,5be8d786-dfe5-4474-849b-e6f7458dd3b1,myophonus melanurus,Shiny Whistling-thrush,25
WCS Camera Traps,arborophila rubrirostris,32f00f0a-aa59-49d0-864d-a80b306de880,arborophila rubrirostris,Red-billed Partridge,11
WCS Camera Traps,sundasciurus hippurus,0e4a65dc-0e3a-446f-b248-9560fd615a66,sundasciurus hippurus,Horse-tailed Squirrel,2
WCS Camera Traps,erithacus cyane,32c2f24a-d0f7-4a83-a5ef-79d4d015c6e9,larvivora cyane,Siberian Blue Robin,2
WCS Camera Traps,lophura sp,ceec80fe-ecef-489a-ab15-2fc94cb7422b,lophura,Lophura Species,5
WCS Camera Traps,myiophoneus glaucinus,d372a35d-65ca-4f1f-b1a4-646050cbf3e8,myophonus glaucinus,Sunda Whistling-Thrush,31
WCS Camera Traps,lophura erythrophthalma,4d81a527-8a9c-4ef7-b51c-37980e8a127b,lophura erythrophthalma,Faisán de Carúncula Azul,3
WCS Camera Traps,spilornis cheela,9ce674d9-7fbc-4f5b-b7cc-4c57bd947e3f,spilornis cheela,Crested Serpent-Eagle,8
WCS Camera Traps,myiophoneus caeruleus,65508ff3-d53d-4341-aeb9-0ac3b72011da,myophonus caeruleus,Blue Whistling-thrush,1
WCS Camera Traps,herpestes semitorquatus,5e22fbba-db05-4f74-896b-d6b0f5b4c305,herpestes semitorquatus,Collared Mongoose,3
WCS Camera Traps,collocalia linchi,0ac3463d-c97c-41f5-83c7-966f816f4dee,collocalia linchi,Cave Swiftlet,3
WCS Camera Traps,callosciurus notatus,982cbeec-cf43-45f0-ae49-7218c85d53ba,callosciurus notatus,Plantain Squirrel,1
WCS Camera Traps,cavia aperea,e45f0cf7-9061-4ec6-8fc6-cab84a4ce4e6,cavia aperea,Brazilian Guinea Pig,2
WCS Camera Traps,cerdocyon thous,a0d09a27-59c6-4a31-8b67-e0a6ec8c49f9,cerdocyon thous,Crab-eating Fox,251
WCS Camera Traps,caracara plancus,f8f200dd-08cf-4eab-b441-c122ca96fe5e,caracara plancus,Southern Caracara,1
WCS Camera Traps,columbina talpacoti,0cf1383a-38fc-421a-a769-3e47494d5edc,columbina talpacoti,Ruddy Ground-dove,2
WCS Camera Traps,tolypeutes matacus,9cdbc72a-6207-4b1d-a632-6f29c3668e4c,tolypeutes matacus,Southern Three-banded Armadillo,1
WCS Camera Traps,tyto alba,2fd91d27-9832-4332-989a-3f90844cd362,tyto alba,Common Barn Owl,1
WCS Camera Traps,euphractus sexcinctus,568b60c5-123c-4d70-b918-c6ecb7dfb39f,euphractus sexcinctus,Yellow Armadillo,1
WCS Camera Traps,strigidae,932d98e1-ff8c-4a3a-94c4-1bf237169d2b,strigidae,Strigidae Family,3
WCS Camera Traps,rhea americana,71e22955-6a6e-497c-bc89-143116ef03ad,rhea americana,Greater Rhea,2
WCS Camera Traps,cercocebus sanjei,60dee872-631a-49a8-8864-69792976a07c,cercocebus sanjei,Sanje River Mangabey,84
WCS Camera Traps,guttera pucherani,d4817787-1c5b-4dfe-9251-03c759845951,guttera pucherani,Pintade huppée,61
WCS Camera Traps,cephalophus harveyi,1bec402e-f98b-440c-bdf3-9ac196403fbb,cephalophus harveyi,Harvey's Duiker,786
WCS Camera Traps,bdeogale crassicauda,7ee8462e-c856-4ff3-89d0-13fe7a136150,bdeogale crassicauda,Bushy-tailed Mongoose,440
WCS Camera Traps,bdeogale jacksoni,5bfd5bdb-ce3a-4cda-baa2-fa87e53f627d,bdeogale jacksoni,Jackson's Mongoose,33
WCS Camera Traps,mungos mungo,959d9eaf-e359-41c5-a9e5-220667e52a9b,mungos mungo,Banded Mongoose,7
WCS Camera Traps,hystrix africaeaustralis,3e764b23-9c39-4172-a386-09ecf92dffc5,hystrix africaeaustralis,Cape Porcupine,46
WCS Camera Traps,papio cynocephalus,a6179f10-d4f7-472d-8c38-2c54910d1e04,papio cynocephalus,Yellow Baboon,21
WCS Camera Traps,cephalophus spadix,cd42651f-852f-4cfd-9d42-c4ca414829a9,cephalophus spadix,Abbott's Duiker,25
WCS Camera Traps,paraxerus vexillarius,cb90a4d4-3e8d-4a31-b5ea-961f50bfc08b,paraxerus vexillarius,Svynnerton's Bush Squirrel,141
WCS Camera Traps,paraxerus cepapi,b509dbd0-97bd-44cf-9aea-116e3796c328,paraxerus cepapi,Smith's Bush Squirrel,1
WCS Camera Traps,genetta maculata,e33e9444-e982-4c05-a7d1-cce2972f5f8e,genetta maculata,Large-spotted Genet,15
WCS Camera Traps,petrodromus tetradactylus,6a52a4b5-bb68-40e1-aa1b-ec82e1b90de8,petrodromus tetradactylus,Four-toed Sengi,118
WCS Camera Traps,rhynchocyon cirnei,0f296edb-7563-4b7c-b1ab-56dd71b6dbac,rhynchocyon cirnei,Chequered Sengi,91
WCS Camera Traps,civettictis civetta,127278f5-8bf3-4f85-ba19-99e097f17f46,civettictis civetta,African Civet,15
WCS Camera Traps,dendrohyrax arboreus,74ea542e-855f-436c-980f-ab33014de432,dendrohyrax arboreus,Southern Tree Hyrax,17
WCS Camera Traps,rhynchocyon udzungwensis,8f73ede2-dab9-4018-890e-c3c8a37f1360,rhynchocyon udzungwensis,Grey-faced Sengi,134
WCS Camera Traps,philantomba monticola,82401638-0e0c-4f83-a50b-efc7707e3524,philantomba monticola,Blue Duiker,77
WCS Camera Traps,pogonocichla stellata,b81ecc6d-929f-4e63-82af-1e6137d6710a,pogonocichla stellata,White-starred Robin,1
WCS Camera Traps,xenoperdix udzungwensis,67d00d7c-f8cc-44bd-adc5-47b6ec0b49a5,xenoperdix udzungwensis,Udzungwa Forest-partridge,11
WCS Camera Traps,sheppardia lowei,0405d5d4-de4b-4272-b6ee-141f7fd5c573,sheppardia lowei,Iringa Akalat,1
WCS Camera Traps,columba larvata,fc5d1de6-020c-4da5-875f-0f33053c3e51,aplopelia larvata,Lemon Dove,184
WCS Camera Traps,geokichla gurneyi,ff5d8cc6-cede-44ad-a01e-116de332845f,geokichla gurneyi,Orange Ground-thrush,35
WCS Camera Traps,procolobus gordonorum,55ca9b68-76bc-417d-87bf-aca0895f4500,piliocolobus gordonorum,Udzungwa Red Colobus,2
WCS Camera Traps,unknown rat,00049ff0-2ffa-4d82-8cf3-c861fbbfa9d5,rattus,Rattus Species,1360
WCS Camera Traps,accipiter melanoleucus,31892e7c-51dd-4fde-b4f6-af4f97723348,accipiter melanoleucus,Black Sparrowhawk,1
WCS Camera Traps,zoothera,39fdb7db-8940-485a-8f8b-e6f35794406f,zoothera,Zoothera Species,25
WCS Camera Traps,muscicapidae,186e4834-b0f4-4fe9-8ae9-0b19102c0114,muscicapidae,Muscicapidae Family,6
WCS Camera Traps,tauraco livingstonii,4ed1a506-8096-40f3-ac79-a16894fa26d7,tauraco livingstonii,Livingstone's Turaco,1
WCS Camera Traps,xenoperdix obscurata,9a1059ef-8e87-44b3-9118-3f8beccef2e1,xenoperdix,Xenoperdix Species,4
WCS Camera Traps,stephanoaetus coronatus,73ab4815-9fe8-4a21-8975-31f6c84c3ec5,stephanoaetus coronatus,Crowned Eagle,1
WCS Camera Traps,rhynchocyon petersi,3d9d81cc-dc64-497c-951a-ad901644d8e7,rhynchocyon petersi,Black and Rufous Sengi,27
WCS Camera Traps,otolemur garnettii,85ae8325-57dd-4fcb-bd1a-5b304226d6e5,otolemur garnettii,Garnett's Greater Galago,5
WCS Camera Traps,bycanistes brevis,607f8db2-a077-46b7-b9e4-35a746b98210,bycanistes brevis,Silvery-cheeked Hornbill,1
WCS Camera Traps,columba arquatrix,deb6fcf0-60e6-4038-9b3c-ba7354b5dd71,columba arquatrix,Pigeon rameron,1
WCS Camera Traps,paraxerus lucifer,dd375353-f213-406c-8506-4fc118958a73,paraxerus lucifer,Black And Red Bush Squirrel,6
WCS Camera Traps,mazama chunyi,1deec442-334c-44bc-ae9e-d9d0ee41f78e,mazama chunyi,Peruvian Dwarf Brocket,760
WCS Camera Traps,cuniculus taczanowskii,871ffea0-e0f3-4739-ac7f-4375aeeca8e0,cuniculus taczanowskii,Mountain Paca,1504
WCS Camera Traps,didelphis pernigra,d4a15eb4-1c47-4b90-8e3f-15fb51dc07e8,didelphis pernigra,Andean White-eared Opossum,10383
WCS Camera Traps,unknown coati,30448820-af33-461d-bdb2-9478ac2a97ab,nasua,Nasua Species,1049
WCS Camera Traps,tremarctos ornatus,796a6de7-4ce1-4bba-9d97-72597f3a5763,tremarctos ornatus,Spectacled Bear,462
WCS Camera Traps,chachalacha,c334b775-63f2-4b74-a965-ba4a023e926b,ortalis vetula,Plain Chachalaca,24
WCS Camera Traps,macaca arctoides,225c3eb1-eb87-4e93-bfaf-bbcb5ea1585c,macaca arctoides,Stump-tailed Macaque,1093
WCS Camera Traps,arctonyx collaris,47c414af-e439-49d9-bd8c-969081a6f595,arctonyx collaris,Greater Hog Badger,409
WCS Camera Traps,ursus thibetanus,edcbe8f5-82e6-4af7-bed9-520915c3bbc8,ursus thibetanus,Asiatic Black Bear,10
WCS Camera Traps,lophura nycthemera,97efc2f7-1480-44a8-bade-936e91789e98,lophura nycthemera,Silver Pheasant,492
WCS Camera Traps,muntiacus rooseveltorum,a79a7c4d-1636-456a-867b-76f838017898,muntiacus rooseveltorum,Roosevelts' Muntjac,50
WCS Camera Traps,capricornis milneedwardsii,38262151-d1fc-478f-a040-ed429e397fbe,capricornis sumatraensis,Sumatran Serow,148
WCS Camera Traps,zoothera dauma,90c08738-55d1-40d1-824c-bb2d3b973259,zoothera dauma,Scaly Thrush,7
WCS Camera Traps,arborophila sp,273bbfba-8657-42c6-b8c5-24356cda9caa,arborophila,Arborophila Species,1
WCS Camera Traps,atherurus macrourus,60d52271-6958-4cc9-be30-57c83d1dc79b,atherurus macrourus,Asiatic Brush-tailed Porcupine,104
WCS Camera Traps,polyplectron bicalcaratum,93f21742-bd18-478d-9ecc-e135101f89c8,polyplectron bicalcaratum,Grey Peacock-Pheasant,138
WCS Camera Traps,viverra zibetha,3c5ca701-7ce1-481b-acf4-c1ae4f78a781,viverra zibetha,Large Indian Civet,213
WCS Camera Traps,chrotogale owstoni,ba799fc7-6aad-455e-87a8-1f09ad5c71e4,chrotogale owstoni,Owston's Civet,6
WCS Camera Traps,prionodon pardicolor,4b8f339f-7d23-470a-b490-29c7fc9f7f95,prionodon pardicolor,Spotted Linsang,18
WCS Camera Traps,dremomys rufigenis,ac068717-6079-4aec-a5ab-99e8d14da40b,dremomys rufigenis,Red-cheeked Squirrel,92
WCS Camera Traps,myophonus caerulus,65508ff3-d53d-4341-aeb9-0ac3b72011da,myophonus caeruleus,Blue Whistling-thrush,52
WCS Camera Traps,aonyx cinerea,132aae49-dd26-4f0d-98e8-bcb5f2f8449b,aonyx cinereus,Asian Small-clawed Otter,1
WCS Camera Traps,macaca assamensis,13790e43-a527-4cd6-a24d-a42f0b54ca5b,macaca assamensis,Assam Macaque,21
WCS Camera Traps,arborophila brunneopectus,60ccc8d1-1b22-4f51-8002-884d9140de0f,arborophila brunneopectus,Bar-backed Partridge,4
WCS Camera Traps,herpestes urva,18188307-3bda-4990-84eb-893863202d22,herpestes urva,Crab-eating Mongoose,230
WCS Camera Traps,viverricula indica,f68b2a88-9655-499b-b3c3-f9825ed3ba2a,viverricula indica,Small Indian Civet,88
WCS Camera Traps,bamusicola fytchii,5e3df9dd-0c66-46ef-aaba-6712a83455a9,bambusicola fytchii,Mountain Bamboo-partridge,3
WCS Camera Traps,bos gaurus,5b453799-5191-478d-ab9c-f34a0e499da9,bos gaurus,Gaur,3
WCS Camera Traps,rhizomys sumatrensis,92cddef5-5344-4310-a348-f70537d054eb,rhizomys sumatrensis,Indomalayan Bamboo Rat,1
WCS Camera Traps,areola grayii,2304697c-a43e-42cf-bba5-7dde3cd69452,ardeola grayii,Indian Pond-heron,1
WCS Camera Traps,scolopax rusticola,b77d7237-243a-490e-b547-90e52983c23a,scolopax rusticola,Eurasian Woodcock,2
WCS Camera Traps,arborophila rufogularis,843ab0d1-e748-4fdd-957e-59357e99db01,arborophila rufogularis,Rufous-throated Partridge,17
WCS Camera Traps,hydrornis oatesi,a808a3bc-1c36-42ed-8ffd-604ee2dedc6f,hydrornis oatesi,Rusty-naped Pitta,8
WCS Camera Traps,bubo sp,01987235-7d75-4708-ba4d-07db816d4866,bubo,Bubo Species,1
WCS Camera Traps,hylopetes alboniger,84980ca0-3cb4-49eb-ac0c-550eaed40a66,hylopetes alboniger,Particolored Flying Squirrel,1
WCS Camera Traps,circus cyaneus,f48771e0-8cce-40bd-97ef-c13315cfaa0a,circus cyaneus,Busard Saint-Martin,1
WCS Camera Traps,myophonus caeruleus,65508ff3-d53d-4341-aeb9-0ac3b72011da,myophonus caeruleus,Blue Whistling-thrush,4
WCS Camera Traps,jynx torquilla,5d86ee10-93d5-4375-9224-e121efcfe40c,jynx torquilla,Eurasian Wryneck,8
WCS Camera Traps,felis chaus,cb19ecc3-4f9b-42db-8445-a0d8e64927c6,felis chaus,Jungle Cat,3
WCS Camera Traps,unknown civet,de7c35cc-387c-486d-bcf6-36b9feddcff7,viverridae,Civet Genet Family,3
WCS Camera Traps,pitta cyanea,1e62cb8c-cd40-40ee-9d9d-ca91a80e104a,hydrornis cyaneus,Blue Pitta,4
WCS Camera Traps,macaca mulatta,8bb444ba-56d5-427d-8872-5f2f44d90f39,macaca mulatta,Rhesus Monkey,3
WCS Camera Traps,lophura diardi,6338d4e9-2ffe-4f75-aaef-22334f5d091a,lophura diardi,Siamese Fireback,42
WCS Camera Traps,mustela strigidorsa,ae6c0300-a36a-4d1c-a375-a1f0b904ec8e,mustela strigidorsa,Stripe-backed Weasel,2
WCS Camera Traps,sus sp,a0c46acc-fd6a-45b2-9f11-b701129b2633,sus,Sus Species,198
WCS Camera Traps,unknown deer,627c919c-29bc-439b-acde-62b3cd31f8a8,cervidae,Cervidae Family,1
WCS Camera Traps,unknown turtle,4adcb4cf-9ed3-4596-9f56-931ed644007e,testudines,Turtle Order,3
WCS Camera Traps,nisaetus nipalensis,3be3f820-1462-4a04-ae0d-bce98d6cf08b,nisaetus nipalensis,Mountain Hawk-eagle,3
WCS Camera Traps,hydrornis cyaneus,1e62cb8c-cd40-40ee-9d9d-ca91a80e104a,hydrornis cyaneus,Blue Pitta,2
WCS Camera Traps,cissa chinensis,64972a54-90a8-49b0-9892-1f658c650029,cissa chinensis,Common Green Magpie,1
WCS Camera Traps,melogale personata,9beb6b07-21c5-4b4a-b89f-88c5aa45e1b6,melogale personata,Large-toothed Ferret Badger,1
WCS Camera Traps,nisaetus nanus,b9198f3e-b7dd-4fdc-825c-60adc24b365e,nisaetus nanus,Wallace's Hawk-eagle,2
WCS Camera Traps,callosciurus erythraeus,8de05af8-ee42-4603-ae80-d0d4da880182,callosciurus erythraeus,Pallas's Squirrel,5
WCS Camera Traps,trochalopteron milnei,008d8de3-9cbc-449a-ae5d-80c1dea7b4c8,trochalopteron milnei,Red-tailed Laughingthrush,3
WCS Camera Traps,luscinia cyane,32c2f24a-d0f7-4a83-a5ef-79d4d015c6e9,larvivora cyane,Siberian Blue Robin,1
