dataset_name,query,taxonomy_level,scientific_name,common_name,taxonomy_string,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,species,subspecies,variety
SWG Camera Traps,necklaced_laughingthrush_sp,species,pterorhinus pectoralis,necklaced laughingthrush,"[(1289399, 'species', 'pterorhinus pectoralis', ['greater necklaced laughingthrush']), (1289299, 'genus', 'pterorhinus', []), (980192, 'family', 'leiothrichidae', ['laughingthrushes and allies']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,leiothrichidae,,,pterorhinus,pterorhinus pectoralis,,
SWG Camera Traps,northern_treeshrew,species,tupaia belangeri,northern treeshrew,"[(46296, 'species', 'tupaia belangeri', ['northern treeshrew']), (46282, 'genus', 'tupaia', []), (46281, 'family', 'tupaiidae', ['treeshrews']), (46280, 'order', 'scandentia', ['treeshrews']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,scandentia,,,,tupaiidae,,,tupaia,tupaia belangeri,,
SWG Camera Traps,orange_breasted_trogon,species,harpactes oreskios,orange-breasted trogon,"[(20825, 'species', 'harpactes oreskios', ['orange-breasted trogon']), (20793, 'genus', 'harpactes', ['asian trogons']), (20716, 'family', 'trogonidae', ['trogons']), (20715, 'order', 'trogoniformes', ['trogons and quetzals']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,trogoniformes,,,,trogonidae,,,harpactes,harpactes oreskios,,
SWG Camera Traps,orange_headed_thrush,species,geokichla citrina,orange-headed thrush,"[(201215, 'species', 'geokichla citrina', ['orange-headed thrush']), (201020, 'genus', 'geokichla', ['ground-thrushes and allies']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,geokichla,geokichla citrina,,
SWG Camera Traps,owstons_civet,species,chrotogale owstoni,owston's civet,"[(41584, 'species', 'chrotogale owstoni', [""owston's civet""]), (41583, 'genus', 'chrotogale', []), (846219, 'subfamily', 'hemigalinae', ['sunda civets']), (41574, 'family', 'viverridae', ['civets, genets, and oyans']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,viverridae,hemigalinae,,chrotogale,chrotogale owstoni,,
SWG Camera Traps,pallass_squirrel,species,callosciurus erythraeus,pallas's squirrel,"[(45952, 'species', 'callosciurus erythraeus', [""pallas' squirrel""]), (45940, 'genus', 'callosciurus', ['beautiful squirrels']), (339579, 'tribe', 'callosciurini', ['beautiful squirrels']), (339580, 'subfamily', 'callosciurinae', ['beautiful and palm squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,callosciurinae,callosciurini,callosciurus,callosciurus erythraeus,,
SWG Camera Traps,pangolin,genus,manis,asian pangolins,"[(43359, 'genus', 'manis', ['asian pangolins']), (43358, 'family', 'manidae', ['pangolins']), (43357, 'order', 'pholidota', ['pangolins']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,pholidota,,,,manidae,,,manis,,,
SWG Camera Traps,phayres_langur,species,trachypithecus phayrei,phayre's langur,"[(43490, 'species', 'trachypithecus phayrei', [""phayre's leaf monkey""]), (43489, 'genus', 'trachypithecus', ['lutungs']), (846377, 'tribe', 'presbytini', ['langurs, surilis, and lutungs']), (333738, 'subfamily', 'colobinae', ['colobines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,colobinae,presbytini,trachypithecus,trachypithecus phayrei,,
SWG Camera Traps,pig_tailed_macaque,species,macaca nemestrina,pig-tailed macaque,"[(43455, 'species', 'macaca nemestrina', ['southern pig-tailed macaque']), (43444, 'genus', 'macaca', ['macaques']), (846334, 'tribe', 'papionini', ['baboons, macaques, and mangabeys']), (479424, 'subfamily', 'cercopithecinae', ['cercopithecines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,cercopithecinae,papionini,macaca,macaca nemestrina,,
SWG Camera Traps,problem,,,,,,,,,,,,,,,,,,,,,,,
SWG Camera Traps,red_cheeked_squirrel,species,dremomys rufigenis,red-cheeked squirrel,"[(46174, 'species', 'dremomys rufigenis', ['asian red-cheeked squirrel']), (46169, 'genus', 'dremomys', ['red-cheeked squirrels']), (339579, 'tribe', 'callosciurini', ['beautiful squirrels']), (339580, 'subfamily', 'callosciurinae', ['beautiful and palm squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,callosciurinae,callosciurini,dremomys,dremomys rufigenis,,
SWG Camera Traps,red_collared_woodpecker,species,picus rabieri,red-collared woodpecker,"[(18327, 'species', 'picus rabieri', ['red-collared woodpecker']), (18299, 'genus', 'picus', ['green woodpeckers and allies']), (17599, 'family', 'picidae', ['woodpeckers']), (17550, 'order', 'piciformes', ['woodpeckers, barbets, and allies']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,piciformes,,,,picidae,,,picus,picus rabieri,,
SWG Camera Traps,red_junglefowl,species,gallus gallus,red junglefowl,"[(882, 'species', 'gallus gallus', ['red junglefowl']), (879, 'genus', 'gallus', ['junglefowl']), (574, 'family', 'phasianidae', ['pheasants, grouse, and allies']), (573, 'order', 'galliformes', ['landfowl']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,galliformes,,,,phasianidae,,,gallus,gallus gallus,,
SWG Camera Traps,red_muntjac,species,muntiacus muntjak,red muntjac,"[(42186, 'species', 'muntiacus muntjak', ['southern red muntjac']), (42185, 'genus', 'muntiacus', ['muntjacs']), (846353, 'tribe', 'muntiacini', ['muntjacs and tufted deer']), (846198, 'subfamily', 'cervinae', ['old world deer']), (42158, 'family', 'cervidae', ['deer']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,cervinae,muntiacini,muntiacus,muntiacus muntjak,,
SWG Camera Traps,red_shanked_douc,species,pygathrix nemaeus,red-shanked douc,"[(43517, 'species', 'pygathrix nemaeus', ['red-shanked douc langur']), (43514, 'genus', 'pygathrix', ['douc langurs']), (846377, 'tribe', 'presbytini', ['langurs, surilis, and lutungs']), (333738, 'subfamily', 'colobinae', ['colobines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,colobinae,presbytini,pygathrix,pygathrix nemaeus,,
SWG Camera Traps,red_tailed_laughingthrush,species,trochalopteron milnei,red-tailed laughingthrush,"[(338602, 'species', 'trochalopteron milnei', ['red-tailed laughingthrush']), (338600, 'genus', 'trochalopteron', ['trochalopteron laughingthrushes']), (980192, 'family', 'leiothrichidae', ['laughingthrushes and allies']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,leiothrichidae,,,trochalopteron,trochalopteron milnei,,
SWG Camera Traps,roosevelts_muntjac_group,species,muntiacus rooseveltorum,roosevelt's muntjac,"[(74657, 'species', 'muntiacus rooseveltorum', [""roosevelts' muntjac""]), (42185, 'genus', 'muntiacus', ['muntjacs']), (846353, 'tribe', 'muntiacini', ['muntjacs and tufted deer']), (846198, 'subfamily', 'cervinae', ['old world deer']), (42158, 'family', 'cervidae', ['deer']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,cervinae,muntiacini,muntiacus,muntiacus rooseveltorum,,
SWG Camera Traps,rufous_cheeked_laughingthrush,species,garrulax castanotis,rufous-cheeked laughingthrush,"[(72872, 'species', 'garrulax castanotis', ['rufous-cheeked laughingthrush']), (15151, 'genus', 'garrulax', ['typical laughingthrushes']), (980192, 'family', 'leiothrichidae', ['laughingthrushes and allies']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,leiothrichidae,,,garrulax,garrulax castanotis,,
SWG Camera Traps,rufous_eared_laughingthrush,species,ianthocincla konkakinhensis,rufous-eared laughingthrush,"[(339830, 'species', 'ianthocincla konkakinhensis', ['chestnut-eared laughingthrush']), (339827, 'genus', 'ianthocincla', ['ianthocincla laughingthrushes']), (980192, 'family', 'leiothrichidae', ['laughingthrushes and allies']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,leiothrichidae,,,ianthocincla,ianthocincla konkakinhensis,,
SWG Camera Traps,rufous_necked_hornbill,species,aceros nipalensis,rufous-necked hornbill,"[(5523, 'species', 'aceros nipalensis', ['rufous-necked hornbill']), (5519, 'genus', 'aceros', []), (5438, 'family', 'bucerotidae', ['hornbills']), (525653, 'order', 'bucerotiformes', ['hornbills and hoopoes']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,bucerotiformes,,,,bucerotidae,,,aceros,aceros nipalensis,,
SWG Camera Traps,sambar,species,rusa unicolor,sambar,"[(75053, 'species', 'rusa unicolor', ['sambar']), (71909, 'genus', 'rusa', ['rusa deer']), (846317, 'tribe', 'cervini', ['typical old world deer']), (846198, 'subfamily', 'cervinae', ['old world deer']), (42158, 'family', 'cervidae', ['deer']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,cervidae,cervinae,cervini,rusa,rusa unicolor,,
SWG Camera Traps,scaly_thrush,subspecies,zoothera dauma dauma,scaly thrush,"[(510251, 'subspecies', 'zoothera dauma dauma', ['scaly thrush']), (13018, 'species', 'zoothera dauma', ['scaly thrush']), (13017, 'genus', 'zoothera', ['asian thrushes']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,zoothera,zoothera dauma,zoothera dauma dauma,
SWG Camera Traps,siberian_thrush,species,geokichla sibirica,siberian thrush,"[(201194, 'species', 'geokichla sibirica', ['siberian thrush']), (201020, 'genus', 'geokichla', ['ground-thrushes and allies']), (15977, 'family', 'turdidae', ['thrushes']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,turdidae,,,geokichla,geokichla sibirica,,
SWG Camera Traps,silver_eared_mesia,species,leiothrix argentauris,silver-eared mesia,"[(15559, 'species', 'leiothrix argentauris', ['silver-eared mesia']), (15558, 'genus', 'leiothrix', ['leiothrix and mesia']), (980192, 'family', 'leiothrichidae', ['laughingthrushes and allies']), (7251, 'order', 'passeriformes', ['perching birds']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,passeriformes,,,,leiothrichidae,,,leiothrix,leiothrix argentauris,,
SWG Camera Traps,silver_pheasant,species,lophura nycthemera,silver pheasant,"[(1096, 'species', 'lophura nycthemera', ['silver pheasant']), (1079, 'genus', 'lophura', ['gallopheasants']), (574, 'family', 'phasianidae', ['pheasants, grouse, and allies']), (573, 'order', 'galliformes', ['landfowl']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,galliformes,,,,phasianidae,,,lophura,lophura nycthemera,,
SWG Camera Traps,spotted_linsang,species,prionodon pardicolor,spotted linsang,"[(41621, 'species', 'prionodon pardicolor', ['spotted linsang']), (41619, 'genus', 'prionodon', ['linsangs']), (71397, 'family', 'prionodontidae', ['linsangs']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,prionodontidae,,,prionodon,prionodon pardicolor,,
SWG Camera Traps,striated_heron,species,butorides striata,striated heron,"[(62528, 'species', 'butorides striata', ['striated heron']), (5019, 'genus', 'butorides', ['green-backed herons']), (597395, 'subfamily', 'ardeinae', ['typical herons and egrets']), (4929, 'family', 'ardeidae', ['herons, egrets, and bitterns']), (67566, 'order', 'pelecaniformes', ['pelicans, herons, ibises, and allies']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,pelecaniformes,,,,ardeidae,ardeinae,,butorides,butorides striata,,
SWG Camera Traps,stump_tailed_macaque,species,macaca arctoides,stump-tailed macaque,"[(43445, 'species', 'macaca arctoides', ['stump-tailed macaque']), (43444, 'genus', 'macaca', ['macaques']), (846334, 'tribe', 'papionini', ['baboons, macaques, and mangabeys']), (479424, 'subfamily', 'cercopithecinae', ['cercopithecines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,cercopithecinae,papionini,macaca,macaca arctoides,,
SWG Camera Traps,sun_bear,species,helarctos malayanus,sun bear,"[(41655, 'species', 'helarctos malayanus', ['sun bear']), (41654, 'genus', 'helarctos', []), (846255, 'subfamily', 'ursinae', ['typical bears']), (41636, 'family', 'ursidae', ['bears']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,ursidae,ursinae,,helarctos,helarctos malayanus,,
SWG Camera Traps,unidentified_animal,kingdom,animalia,animal,"[(1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,,,,,,,,,,,,,,,,,,
SWG Camera Traps,unidentified_bat,order,chiroptera,bat,"[(40268, 'order', 'chiroptera', ['bats']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,chiroptera,,,,,,,,,,
SWG Camera Traps,unidentified_bear,family,ursidae,bear,"[(41636, 'family', 'ursidae', ['bears']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,ursidae,,,,,,
SWG Camera Traps,unidentified_bird,class,aves,bird,"[(3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,,,,,,,,,,,
SWG Camera Traps,unidentified_lizard,order,squamata,lizard,"[(26172, 'order', 'squamata', ['snakes and lizards']), (26036, 'class', 'reptilia', ['reptiles']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,reptilia,,,,squamata,,,,,,,,,,
SWG Camera Traps,unidentified_macaque,genus,macaca,macaque,"[(43444, 'genus', 'macaca', ['macaques']), (846334, 'tribe', 'papionini', ['baboons, macaques, and mangabeys']), (479424, 'subfamily', 'cercopithecinae', ['cercopithecines']), (43443, 'family', 'cercopithecidae', ['old world monkeys']), (936369, 'parvorder', 'catarrhini', ['apes and old world monkeys']), (936377, 'infraorder', 'simiiformes', ['monkeys and apes']), (786045, 'suborder', 'haplorhini', ['monkeys, apes, and tarsiers']), (43367, 'order', 'primates', ['primates']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,primates,haplorhini,simiiformes,,cercopithecidae,cercopithecinae,papionini,macaca,,,
SWG Camera Traps,unidentified_mammal,class,mammalia,mammal,"[(40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,,,,,,,,,,,,,,
